order_id,customer_id,order_date,channel,region,subtotal,discount_amount,shipping_fee,net_revenue,gross_revenue,status
3461,1131,2025-10-08,Direct,North,879.08,0.0,0.0,879.08,879.08,Completed
3462,1131,2025-10-15,Paid Ads,North,23.96,3.59,8.2,28.57,28.57,Completed
3463,1131,2025-12-24,Organic Search,North,895.66,134.35,0.0,0.0,761.31,Returned
3464,1132,2025-06-30,Social Media,North,33.27,0.0,6.53,39.8,39.8,Completed
3465,1133,2024-11-13,Referral,South,1422.99,213.45,0.0,1209.54,1209.54,Completed
3466,1133,2025-01-15,Social Media,South,379.73,56.96,0.0,322.77,322.77,Completed
3467,1133,2025-03-09,Social Media,South,1091.1,0.0,0.0,1091.1,1091.1,Completed
3468,1134,2024-03-30,Organic Search,Central,425.64,63.85,0.0,361.79,361.79,Completed
3469,1135,2024-09-25,Paid Ads,West,310.93,15.55,0.0,295.38,295.38,Completed
3470,1135,2025-01-23,Organic Search,West,101.07,0.0,0.0,0.0,101.07,Returned
3471,1135,2025-02-18,Email,West,1318.3,131.83,0.0,0.0,1186.47,Returned
3472,1136,2025-06-24,Paid Ads,East,333.35,66.67,0.0,266.68,266.68,Completed
3473,1137,2025-08-15,Paid Ads,North,113.45,0.0,0.0,113.45,113.45,Completed
3474,1137,2025-08-31,Direct,North,69.92,0.0,6.09,76.01,76.01,Completed
3475,1138,2023-03-22,Organic Search,West,273.07,13.65,0.0,259.42,259.42,Completed
3476,1138,2023-10-12,Social Media,West,310.66,31.07,0.0,279.59,279.59,Completed
3477,1138,2024-01-05,Organic Search,West,976.51,0.0,0.0,976.51,976.51,Completed
3478,1138,2024-01-25,Organic Search,West,990.54,0.0,0.0,990.54,990.54,Completed
3479,1138,2024-02-17,Paid Ads,West,1617.2,0.0,0.0,1617.2,1617.2,Completed
3480,1139,2024-03-25,Paid Ads,Central,25.34,1.27,6.23,30.3,30.3,Completed
3481,1139,2024-06-05,Organic Search,Central,127.41,12.74,0.0,114.67,114.67,Completed
3482,1139,2024-06-19,Social Media,Central,179.88,0.0,0.0,179.88,179.88,Completed
3483,1139,2025-10-01,Email,Central,181.46,0.0,0.0,181.46,181.46,Completed
3484,1140,2025-11-19,Social Media,East,309.28,46.39,0.0,262.89,262.89,Completed
3485,1142,2023-04-01,Direct,North,71.15,0.0,6.26,77.41,77.41,Completed
3486,1142,2023-08-13,Paid Ads,North,439.66,0.0,0.0,439.66,439.66,Completed
3487,1142,2023-11-28,Email,North,627.01,0.0,0.0,627.01,627.01,Completed
3488,1142,2024-03-11,Organic Search,North,530.74,106.15,0.0,424.59,424.59,Completed
3489,1142,2024-04-02,Organic Search,North,65.6,0.0,8.82,74.42,74.42,Completed
3490,1142,2024-04-06,Paid Ads,North,113.44,0.0,0.0,113.44,113.44,Completed
3491,1143,2024-03-30,Direct,South,145.31,7.27,0.0,138.04,138.04,Completed
3492,1143,2024-04-01,Email,South,439.19,0.0,0.0,439.19,439.19,Completed
3493,1143,2025-05-16,Email,South,417.99,0.0,0.0,417.99,417.99,Completed
3494,1143,2025-09-02,Social Media,South,275.58,0.0,0.0,275.58,275.58,Completed
3495,1143,2025-10-12,Social Media,South,62.84,0.0,5.0,67.84,67.84,Completed
3496,1144,2024-04-11,Social Media,East,102.73,5.14,0.0,97.59,97.59,Completed
3497,1145,2023-08-16,Social Media,South,307.93,0.0,0.0,307.93,307.93,Completed
3498,1145,2023-12-10,Email,South,566.18,0.0,0.0,566.18,566.18,Completed
3499,1145,2024-05-17,Paid Ads,South,91.77,0.0,0.0,91.77,91.77,Completed
3500,1145,2024-06-12,Referral,South,319.22,0.0,0.0,319.22,319.22,Completed
3501,1145,2024-06-21,Social Media,South,514.87,25.74,0.0,489.13,489.13,Completed
3502,1145,2024-10-13,Email,South,804.68,160.94,0.0,643.74,643.74,Completed
3503,1145,2025-03-09,Paid Ads,South,561.09,28.05,0.0,0.0,533.04,Returned
3504,1145,2025-04-17,Direct,South,204.1,20.41,0.0,183.69,183.69,Completed
3505,1145,2025-06-22,Referral,South,319.02,15.95,0.0,303.07,303.07,Completed
3506,1145,2025-06-28,Email,South,1085.81,162.87,0.0,922.94,922.94,Completed
3507,1145,2025-09-13,Direct,South,690.64,34.53,0.0,656.11,656.11,Completed
3508,1145,2025-11-12,Paid Ads,South,58.36,2.92,5.95,61.39,61.39,Completed
3509,1147,2024-08-12,Email,East,45.07,0.0,6.38,51.45,51.45,Completed
3510,1147,2025-09-09,Email,East,103.82,0.0,0.0,103.82,103.82,Completed
3511,1148,2023-05-25,Social Media,South,295.38,0.0,0.0,295.38,295.38,Completed
3512,1148,2023-07-03,Organic Search,South,339.38,0.0,0.0,339.38,339.38,Completed
3513,1148,2023-10-27,Social Media,South,147.86,0.0,0.0,147.86,147.86,Completed
3514,1148,2023-11-07,Direct,South,49.3,2.46,7.55,54.39,54.39,Completed
3515,1148,2024-01-19,Paid Ads,South,392.85,0.0,0.0,0.0,392.85,Returned
3516,1148,2024-03-02,Paid Ads,South,476.24,0.0,0.0,476.24,476.24,Completed
3517,1148,2024-08-09,Paid Ads,South,243.15,0.0,0.0,243.15,243.15,Completed
3518,1148,2024-12-22,Referral,South,96.27,4.81,0.0,91.46,91.46,Completed
3519,1148,2025-02-12,Email,South,111.52,16.73,0.0,94.79,94.79,Completed
3520,1148,2025-09-16,Referral,South,95.18,0.0,0.0,95.18,95.18,Completed
3521,1149,2023-06-23,Direct,West,34.5,3.45,4.91,35.96,35.96,Completed
3522,1149,2025-08-04,Email,West,333.41,0.0,0.0,333.41,333.41,Completed
3523,1149,2025-10-16,Direct,West,2258.79,451.76,0.0,1807.03,1807.03,Completed
3524,1150,2024-03-02,Direct,West,959.61,0.0,0.0,959.61,959.61,Completed
3525,1152,2024-09-10,Referral,North,682.07,0.0,0.0,682.07,682.07,Completed
3526,1152,2025-02-04,Referral,North,245.37,12.27,0.0,233.1,233.1,Completed
3527,1152,2025-05-10,Organic Search,North,132.52,0.0,0.0,0.0,132.52,Returned
3528,1152,2025-06-01,Email,North,26.87,0.0,7.34,34.21,34.21,Completed
3529,1152,2025-08-22,Social Media,North,84.2,8.42,0.0,75.78,75.78,Completed
3530,1155,2024-12-15,Direct,East,33.69,1.68,4.08,36.09,36.09,Completed
3531,1155,2025-02-15,Social Media,East,931.39,0.0,0.0,931.39,931.39,Completed
3532,1155,2025-09-23,Social Media,East,344.54,0.0,0.0,344.54,344.54,Completed
3533,1155,2025-11-30,Direct,East,1519.74,0.0,0.0,1519.74,1519.74,Completed
3534,1155,2025-12-08,Direct,East,518.05,0.0,0.0,518.05,518.05,Completed
3535,1157,2025-11-04,Paid Ads,East,86.64,8.66,0.0,77.98,77.98,Completed
3536,1158,2023-05-19,Organic Search,Central,596.15,59.62,0.0,536.53,536.53,Completed
3537,1158,2023-06-14,Social Media,Central,565.93,28.3,0.0,537.63,537.63,Completed
3538,1158,2023-06-25,Paid Ads,Central,299.1,14.96,0.0,284.14,284.14,Completed
3539,1158,2023-09-02,Email,Central,636.7,95.5,0.0,541.2,541.2,Completed
3540,1158,2023-09-11,Direct,Central,870.49,0.0,0.0,870.49,870.49,Completed
3541,1158,2023-10-15,Paid Ads,Central,389.12,0.0,0.0,389.12,389.12,Completed
3542,1158,2024-03-04,Paid Ads,Central,1277.73,63.89,0.0,1213.84,1213.84,Completed
3543,1158,2024-09-03,Direct,Central,799.84,0.0,0.0,799.84,799.84,Completed
3544,1158,2024-09-26,Paid Ads,Central,13.11,1.97,5.92,17.06,17.06,Completed
3545,1158,2024-11-01,Email,Central,453.65,68.05,0.0,385.6,385.6,Completed
3546,1158,2024-12-31,Paid Ads,Central,366.73,18.34,0.0,348.39,348.39,Completed
3547,1158,2025-01-01,Organic Search,Central,57.11,0.0,7.92,65.03,65.03,Completed
3548,1158,2025-01-12,Paid Ads,Central,164.27,0.0,0.0,164.27,164.27,Completed
3549,1158,2025-01-26,Social Media,Central,43.24,0.0,8.2,51.44,51.44,Completed
3550,1158,2025-02-20,Referral,Central,190.54,0.0,0.0,190.54,190.54,Completed
3551,1158,2025-02-27,Referral,Central,291.65,0.0,0.0,291.65,291.65,Completed
3552,1158,2025-04-08,Direct,Central,2329.52,0.0,0.0,2329.52,2329.52,Completed
3553,1158,2025-05-09,Organic Search,Central,603.96,0.0,0.0,603.96,603.96,Completed
3554,1158,2025-10-12,Direct,Central,359.72,0.0,0.0,359.72,359.72,Completed
3555,1158,2025-10-27,Organic Search,Central,364.98,54.75,0.0,310.23,310.23,Completed
3556,1158,2025-12-16,Organic Search,Central,1630.77,0.0,0.0,1630.77,1630.77,Completed
3557,1159,2024-01-02,Paid Ads,South,354.91,35.49,0.0,319.42,319.42,Completed
3558,1160,2024-10-12,Direct,South,919.86,0.0,0.0,0.0,919.86,Returned
3559,1160,2024-10-20,Paid Ads,South,473.89,94.78,0.0,379.11,379.11,Completed
3560,1160,2025-04-14,Direct,South,823.15,0.0,0.0,823.15,823.15,Completed
3561,1161,2024-10-29,Organic Search,South,281.34,0.0,0.0,281.34,281.34,Completed
3562,1161,2025-07-06,Email,South,1063.32,0.0,0.0,1063.32,1063.32,Completed
3563,1161,2025-09-30,Social Media,South,65.01,0.0,6.08,71.09,71.09,Completed
3564,1162,2025-03-08,Email,North,484.2,48.42,0.0,435.78,435.78,Completed
3565,1162,2025-07-22,Social Media,North,369.38,0.0,0.0,369.38,369.38,Completed
3566,1162,2025-10-19,Direct,North,595.74,0.0,0.0,595.74,595.74,Completed
3567,1163,2024-02-21,Social Media,East,127.62,6.38,0.0,121.24,121.24,Completed
3568,1163,2025-10-14,Organic Search,East,102.71,10.27,0.0,92.44,92.44,Completed
3569,1163,2025-12-21,Organic Search,East,2615.32,0.0,0.0,2615.32,2615.32,Completed
3570,1164,2024-08-18,Referral,Central,205.49,41.1,0.0,164.39,164.39,Completed
3571,1164,2024-12-10,Paid Ads,Central,12.31,0.0,8.28,20.59,20.59,Completed
3572,1164,2025-03-30,Paid Ads,Central,1001.21,50.06,0.0,951.15,951.15,Completed
3573,1165,2024-02-08,Paid Ads,Central,332.63,33.26,0.0,299.37,299.37,Completed
3574,1165,2024-02-09,Social Media,Central,846.04,42.3,0.0,803.74,803.74,Completed
3575,1165,2024-03-24,Direct,Central,34.33,1.72,8.13,40.74,40.74,Completed
3576,1165,2024-08-10,Organic Search,Central,162.94,0.0,0.0,162.94,162.94,Completed
3577,1165,2024-10-10,Organic Search,Central,1273.56,127.36,0.0,1146.2,1146.2,Completed
3578,1165,2024-11-12,Organic Search,Central,248.77,0.0,0.0,248.77,248.77,Completed
3579,1165,2025-01-03,Organic Search,Central,586.39,0.0,0.0,586.39,586.39,Completed
3580,1165,2025-02-05,Email,Central,1048.72,0.0,0.0,1048.72,1048.72,Completed
3581,1165,2025-04-17,Email,Central,239.87,47.97,0.0,191.9,191.9,Completed
3582,1165,2025-05-01,Paid Ads,Central,137.63,27.53,0.0,110.1,110.1,Completed
3583,1165,2025-05-04,Email,Central,739.89,0.0,0.0,739.89,739.89,Completed
3584,1165,2025-06-06,Social Media,Central,302.76,15.14,0.0,287.62,287.62,Completed
3585,1165,2025-08-21,Social Media,Central,360.76,54.11,0.0,306.65,306.65,Completed
3586,1165,2025-10-30,Organic Search,Central,735.07,36.75,0.0,698.32,698.32,Completed
3587,1165,2025-11-08,Social Media,Central,999.41,99.94,0.0,899.47,899.47,Completed
3588,1165,2025-11-17,Organic Search,Central,561.75,84.26,0.0,477.49,477.49,Completed
3589,1165,2025-11-18,Paid Ads,Central,46.53,2.33,4.6,48.8,48.8,Completed
3590,1165,2025-11-25,Organic Search,Central,56.64,2.83,6.17,59.98,59.98,Completed
3591,1167,2023-10-13,Social Media,West,444.54,0.0,0.0,444.54,444.54,Completed
3592,1167,2023-10-23,Paid Ads,West,550.25,0.0,0.0,550.25,550.25,Completed
3593,1167,2023-11-23,Organic Search,West,818.86,0.0,0.0,818.86,818.86,Completed
3594,1167,2024-06-08,Paid Ads,West,58.09,0.0,5.04,63.13,63.13,Completed
3595,1167,2024-12-27,Paid Ads,West,155.89,7.79,0.0,148.1,148.1,Completed
3596,1167,2025-01-07,Social Media,West,130.03,13.0,0.0,117.03,117.03,Completed
3597,1168,2025-07-02,Social Media,South,676.8,0.0,0.0,676.8,676.8,Completed
3598,1169,2025-08-29,Social Media,North,662.75,33.14,0.0,629.61,629.61,Completed
3599,1170,2023-11-19,Paid Ads,East,183.21,9.16,0.0,174.05,174.05,Completed
3600,1170,2024-05-29,Email,East,241.42,12.07,0.0,229.35,229.35,Completed
3601,1170,2024-10-19,Social Media,East,1068.26,0.0,0.0,1068.26,1068.26,Completed
3602,1170,2024-11-23,Email,East,316.89,15.84,0.0,301.05,301.05,Completed
3603,1170,2025-01-07,Organic Search,East,926.33,138.95,0.0,787.38,787.38,Completed
3604,1170,2025-05-07,Social Media,East,39.25,0.0,4.01,43.26,43.26,Completed
3605,1170,2025-09-09,Social Media,East,173.62,8.68,0.0,164.94,164.94,Completed
3606,1171,2024-06-04,Referral,East,85.27,8.53,0.0,76.74,76.74,Completed
3607,1171,2024-12-30,Social Media,East,66.11,0.0,7.64,73.75,73.75,Completed
3608,1171,2025-03-01,Paid Ads,East,816.11,81.61,0.0,734.5,734.5,Completed
3609,1171,2025-08-29,Referral,East,695.18,0.0,0.0,695.18,695.18,Completed
3610,1171,2025-10-05,Organic Search,East,31.32,0.0,8.94,40.26,40.26,Completed
3611,1172,2024-05-16,Email,North,445.35,0.0,0.0,445.35,445.35,Completed
3612,1172,2024-05-21,Direct,North,132.48,0.0,0.0,132.48,132.48,Completed
3613,1172,2024-07-25,Direct,North,51.69,0.0,7.99,59.68,59.68,Completed
3614,1172,2024-10-12,Social Media,North,137.74,0.0,0.0,137.74,137.74,Completed
3615,1172,2024-12-03,Social Media,North,12.17,0.0,5.78,17.95,17.95,Completed
3616,1172,2025-04-10,Organic Search,North,2467.39,0.0,0.0,2467.39,2467.39,Completed
3617,1172,2025-08-03,Referral,North,111.08,0.0,0.0,111.08,111.08,Completed
3618,1173,2024-08-26,Direct,West,18.62,0.93,7.62,25.31,25.31,Completed
3619,1173,2024-09-28,Paid Ads,West,151.44,7.57,0.0,143.87,143.87,Completed
3620,1173,2024-11-02,Email,West,52.08,0.0,7.02,59.1,59.1,Completed
3621,1174,2024-09-22,Social Media,East,288.1,0.0,0.0,288.1,288.1,Completed
3622,1174,2024-10-13,Paid Ads,East,52.52,0.0,5.35,57.87,57.87,Completed
3623,1175,2025-08-01,Paid Ads,North,39.92,0.0,8.75,48.67,48.67,Completed
3624,1176,2023-12-12,Paid Ads,West,87.58,0.0,0.0,87.58,87.58,Completed
3625,1176,2024-10-03,Social Media,West,225.22,0.0,0.0,225.22,225.22,Completed
3626,1176,2025-03-17,Paid Ads,West,982.64,0.0,0.0,982.64,982.64,Completed
3627,1177,2024-01-13,Organic Search,North,424.5,0.0,0.0,424.5,424.5,Completed
3628,1177,2024-02-03,Organic Search,North,221.14,0.0,0.0,221.14,221.14,Completed
3629,1177,2024-10-05,Social Media,North,182.29,0.0,0.0,182.29,182.29,Completed
3630,1177,2025-12-15,Paid Ads,North,326.75,65.35,0.0,261.4,261.4,Completed
3631,1179,2025-09-13,Paid Ads,East,69.82,0.0,5.0,74.82,74.82,Completed
3632,1180,2024-11-23,Organic Search,South,1589.35,0.0,0.0,1589.35,1589.35,Completed
3633,1180,2024-11-24,Direct,South,257.17,0.0,0.0,257.17,257.17,Completed
3634,1180,2025-01-08,Direct,South,138.12,0.0,0.0,138.12,138.12,Completed
3635,1180,2025-01-31,Paid Ads,South,629.19,125.84,0.0,503.35,503.35,Completed
3636,1181,2025-01-08,Organic Search,South,775.76,0.0,0.0,775.76,775.76,Completed
3637,1181,2025-01-14,Direct,South,102.79,0.0,0.0,102.79,102.79,Completed
3638,1182,2025-07-19,Paid Ads,North,1243.71,0.0,0.0,1243.71,1243.71,Completed
3639,1183,2025-04-02,Paid Ads,West,75.29,11.29,0.0,64.0,64.0,Completed
3640,1183,2025-06-22,Social Media,West,190.0,19.0,0.0,171.0,171.0,Completed
3641,1183,2025-09-08,Social Media,West,284.19,0.0,0.0,284.19,284.19,Completed
3642,1184,2023-06-06,Organic Search,Central,356.12,0.0,0.0,356.12,356.12,Completed
3643,1186,2023-09-16,Direct,South,71.44,0.0,4.35,75.79,75.79,Completed
3644,1186,2024-07-30,Paid Ads,South,643.98,0.0,0.0,643.98,643.98,Completed
3645,1186,2024-09-04,Organic Search,South,87.17,4.36,0.0,82.81,82.81,Completed
3646,1186,2025-04-11,Organic Search,South,822.48,0.0,0.0,822.48,822.48,Completed
3647,1186,2025-04-24,Email,South,230.17,0.0,0.0,230.17,230.17,Completed
3648,1186,2025-06-04,Email,South,669.53,66.95,0.0,602.58,602.58,Completed
3649,1186,2025-12-20,Referral,South,566.39,0.0,0.0,566.39,566.39,Completed
3650,1187,2025-02-26,Direct,South,289.82,14.49,0.0,275.33,275.33,Completed
3651,1187,2025-11-09,Paid Ads,South,129.24,6.46,0.0,122.78,122.78,Completed
3652,1188,2024-12-19,Direct,North,239.87,0.0,0.0,239.87,239.87,Completed
3653,1188,2025-04-20,Social Media,North,185.18,0.0,0.0,0.0,185.18,Returned
3654,1188,2025-08-28,Social Media,North,571.84,0.0,0.0,571.84,571.84,Completed
3655,1189,2025-12-14,Paid Ads,South,151.82,0.0,0.0,151.82,151.82,Completed
3656,1190,2025-03-29,Organic Search,South,483.21,0.0,0.0,483.21,483.21,Completed
3657,1190,2025-04-28,Paid Ads,South,772.91,77.29,0.0,695.62,695.62,Completed
3658,1192,2024-11-19,Social Media,North,99.17,4.96,0.0,94.21,94.21,Completed
3659,1192,2024-12-28,Paid Ads,North,201.57,0.0,0.0,201.57,201.57,Completed
3660,1192,2025-01-27,Paid Ads,North,122.73,0.0,0.0,122.73,122.73,Completed
3661,1193,2024-10-05,Paid Ads,South,87.42,8.74,0.0,78.68,78.68,Completed
3662,1194,2023-08-21,Paid Ads,East,352.78,0.0,0.0,352.78,352.78,Completed
3663,1194,2023-09-23,Direct,East,548.82,0.0,0.0,548.82,548.82,Completed
3664,1194,2023-12-03,Paid Ads,East,20.35,0.0,7.12,27.47,27.47,Completed
3665,1194,2023-12-22,Social Media,East,43.07,8.61,6.45,40.91,40.91,Completed
3666,1194,2024-02-21,Social Media,East,395.48,19.77,0.0,375.71,375.71,Completed
3667,1194,2024-04-13,Email,East,694.3,0.0,0.0,694.3,694.3,Completed
3668,1194,2024-07-12,Email,East,94.84,9.48,0.0,85.36,85.36,Completed
3669,1194,2024-09-05,Referral,East,390.88,39.09,0.0,351.79,351.79,Completed
3670,1194,2025-02-28,Direct,East,475.68,47.57,0.0,428.11,428.11,Completed
3671,1194,2025-04-03,Organic Search,East,16.61,0.0,7.17,23.78,23.78,Completed
3672,1195,2023-09-07,Organic Search,West,228.82,22.88,0.0,205.94,205.94,Completed
3673,1195,2024-01-25,Email,West,476.76,71.51,0.0,405.25,405.25,Completed
3674,1196,2025-04-15,Organic Search,North,1488.3,0.0,0.0,1488.3,1488.3,Completed
3675,1197,2023-11-22,Direct,West,280.5,0.0,0.0,280.5,280.5,Completed
3676,1197,2023-12-26,Email,West,1119.06,111.91,0.0,1007.15,1007.15,Completed
3677,1197,2024-02-01,Organic Search,West,530.94,0.0,0.0,530.94,530.94,Completed
3678,1197,2024-02-11,Paid Ads,West,294.59,29.46,0.0,265.13,265.13,Completed
3679,1197,2024-06-30,Paid Ads,West,420.04,0.0,0.0,420.04,420.04,Completed
3680,1197,2024-12-04,Paid Ads,West,29.64,0.0,6.48,36.12,36.12,Completed
3681,1197,2025-06-18,Paid Ads,West,654.98,0.0,0.0,654.98,654.98,Completed
3682,1197,2025-07-29,Email,West,247.95,0.0,0.0,247.95,247.95,Completed
3683,1197,2025-11-02,Organic Search,West,622.52,0.0,0.0,622.52,622.52,Completed
3684,1198,2024-08-11,Organic Search,North,73.52,0.0,5.72,0.0,79.24,Returned
3685,1198,2024-09-09,Email,North,1338.94,133.89,0.0,0.0,1205.05,Returned
3686,1198,2024-10-10,Organic Search,North,855.38,0.0,0.0,855.38,855.38,Completed
3687,1198,2024-11-06,Email,North,63.6,0.0,6.61,70.21,70.21,Completed
3688,1199,2024-06-10,Email,North,14.58,0.0,6.76,21.34,21.34,Completed
3689,1199,2024-09-17,Social Media,North,198.72,0.0,0.0,198.72,198.72,Completed
3690,1199,2025-03-11,Direct,North,2670.71,0.0,0.0,2670.71,2670.71,Completed
3691,1199,2025-10-08,Referral,North,675.59,0.0,0.0,675.59,675.59,Completed
3692,1200,2025-04-22,Paid Ads,East,78.84,3.94,0.0,74.9,74.9,Completed
3693,1200,2025-08-07,Direct,East,140.83,14.08,0.0,126.75,126.75,Completed
3694,1201,2023-10-08,Direct,Central,189.22,0.0,0.0,189.22,189.22,Completed
3695,1201,2023-11-02,Email,Central,21.27,0.0,7.13,28.4,28.4,Completed
3696,1201,2023-11-12,Direct,Central,1076.81,0.0,0.0,1076.81,1076.81,Completed
3697,1201,2024-10-12,Paid Ads,Central,68.91,0.0,7.17,76.08,76.08,Completed
3698,1201,2025-01-06,Organic Search,Central,103.99,10.4,0.0,93.59,93.59,Completed
3699,1201,2025-01-07,Organic Search,Central,139.13,0.0,0.0,139.13,139.13,Completed
3700,1201,2025-12-23,Organic Search,Central,59.96,0.0,6.7,66.66,66.66,Completed
3701,1202,2023-12-12,Referral,Central,126.67,12.67,0.0,114.0,114.0,Completed
3702,1202,2024-10-02,Direct,Central,159.22,0.0,0.0,159.22,159.22,Completed
3703,1202,2024-11-28,Organic Search,Central,248.13,0.0,0.0,248.13,248.13,Completed
3704,1202,2025-02-23,Organic Search,Central,1497.8,0.0,0.0,1497.8,1497.8,Completed
3705,1203,2025-09-02,Direct,North,978.69,97.87,0.0,880.82,880.82,Completed
3706,1204,2023-11-15,Organic Search,Central,1197.4,59.87,0.0,1137.53,1137.53,Completed
3707,1204,2023-12-21,Email,Central,154.93,0.0,0.0,154.93,154.93,Completed
3708,1204,2024-05-28,Referral,Central,18.81,0.0,4.36,23.17,23.17,Completed
3709,1204,2024-12-14,Paid Ads,Central,580.78,0.0,0.0,580.78,580.78,Completed
3710,1205,2025-05-08,Direct,Central,840.72,42.04,0.0,798.68,798.68,Completed
3711,1205,2025-06-06,Paid Ads,Central,279.68,13.98,0.0,265.7,265.7,Completed
3712,1206,2025-12-16,Referral,West,161.97,16.2,0.0,145.77,145.77,Completed
3713,1207,2023-06-19,Direct,Central,322.4,0.0,0.0,322.4,322.4,Completed
3714,1207,2023-11-21,Email,Central,106.35,10.64,0.0,95.71,95.71,Completed
3715,1207,2024-01-06,Paid Ads,Central,76.35,3.82,0.0,72.53,72.53,Completed
3716,1207,2024-03-31,Email,Central,91.94,0.0,0.0,91.94,91.94,Completed
3717,1207,2024-07-31,Organic Search,Central,87.16,0.0,0.0,87.16,87.16,Completed
3718,1207,2025-09-13,Organic Search,Central,347.59,69.52,0.0,0.0,278.07,Returned
3719,1207,2025-09-28,Organic Search,Central,156.48,0.0,0.0,156.48,156.48,Completed
3720,1208,2025-05-22,Email,East,235.72,0.0,0.0,235.72,235.72,Completed
3721,1209,2023-07-27,Email,North,47.17,0.0,6.46,53.63,53.63,Completed
3722,1209,2023-09-03,Direct,North,84.52,4.23,0.0,80.29,80.29,Completed
3723,1209,2023-09-21,Email,North,914.33,45.72,0.0,868.61,868.61,Completed
3724,1209,2023-12-25,Paid Ads,North,880.65,44.03,0.0,836.62,836.62,Completed
3725,1209,2024-04-14,Email,North,57.71,0.0,4.91,62.62,62.62,Completed
3726,1209,2024-06-12,Organic Search,North,380.28,0.0,0.0,380.28,380.28,Completed
3727,1209,2024-12-19,Social Media,North,63.09,0.0,6.24,69.33,69.33,Completed
3728,1209,2025-04-23,Social Media,North,15.32,0.77,5.61,20.16,20.16,Completed
3729,1209,2025-05-15,Paid Ads,North,124.16,0.0,0.0,124.16,124.16,Completed
3730,1209,2025-06-02,Organic Search,North,426.16,0.0,0.0,426.16,426.16,Completed
3731,1209,2025-07-13,Paid Ads,North,104.84,5.24,0.0,99.6,99.6,Completed
3732,1209,2025-10-25,Direct,North,52.4,7.86,6.11,50.65,50.65,Completed
3733,1210,2025-08-15,Paid Ads,South,779.23,77.92,0.0,701.31,701.31,Completed
3734,1211,2024-04-27,Organic Search,South,127.01,19.05,0.0,107.96,107.96,Completed
3735,1213,2025-07-08,Email,East,842.97,0.0,0.0,842.97,842.97,Completed
3736,1215,2023-11-16,Organic Search,Central,214.51,0.0,0.0,214.51,214.51,Completed
3737,1215,2024-02-15,Email,Central,318.15,0.0,0.0,318.15,318.15,Completed
3738,1215,2024-06-10,Paid Ads,Central,709.53,0.0,0.0,709.53,709.53,Completed
3739,1215,2024-06-25,Social Media,Central,611.12,0.0,0.0,611.12,611.12,Completed
3740,1215,2024-07-05,Organic Search,Central,54.09,2.7,4.81,56.2,56.2,Completed
3741,1215,2025-02-13,Organic Search,Central,234.98,23.5,0.0,211.48,211.48,Completed
3742,1215,2025-05-05,Email,Central,47.01,9.4,5.21,42.82,42.82,Completed
3743,1215,2025-05-29,Direct,Central,101.38,10.14,0.0,91.24,91.24,Completed
3744,1216,2024-11-27,Email,East,513.3,0.0,0.0,513.3,513.3,Completed
3745,1216,2025-05-07,Paid Ads,East,1334.58,0.0,0.0,1334.58,1334.58,Completed
3746,1217,2024-10-28,Paid Ads,Central,208.56,0.0,0.0,208.56,208.56,Completed
3747,1217,2024-12-20,Paid Ads,Central,454.6,90.92,0.0,363.68,363.68,Completed
3748,1217,2025-08-28,Social Media,Central,245.11,24.51,0.0,220.6,220.6,Completed
3749,1218,2025-01-08,Paid Ads,South,139.28,13.93,0.0,125.35,125.35,Completed
3750,1218,2025-04-03,Social Media,South,2597.4,389.61,0.0,2207.79,2207.79,Completed
3751,1218,2025-04-28,Social Media,South,536.83,0.0,0.0,536.83,536.83,Completed
3752,1218,2025-06-15,Organic Search,South,100.1,0.0,0.0,100.1,100.1,Completed
3753,1218,2025-07-01,Organic Search,South,567.42,113.48,0.0,453.94,453.94,Completed
3754,1218,2025-07-02,Direct,South,86.55,4.33,0.0,82.22,82.22,Completed
3755,1218,2025-11-04,Email,South,15.9,0.0,5.49,21.39,21.39,Completed
3756,1218,2025-11-27,Social Media,South,56.79,0.0,8.54,65.33,65.33,Completed
3757,1220,2023-12-29,Paid Ads,North,681.08,68.11,0.0,612.97,612.97,Completed
3758,1220,2024-03-07,Social Media,North,1243.9,0.0,0.0,1243.9,1243.9,Completed
3759,1220,2024-03-11,Paid Ads,North,113.76,0.0,0.0,113.76,113.76,Completed
3760,1220,2024-10-07,Paid Ads,North,2077.52,207.75,0.0,1869.77,1869.77,Completed
3761,1220,2024-11-29,Social Media,North,463.62,0.0,0.0,463.62,463.62,Completed
3762,1220,2025-01-16,Email,North,161.46,0.0,0.0,161.46,161.46,Completed
3763,1221,2023-03-30,Social Media,South,200.68,0.0,0.0,200.68,200.68,Completed
3764,1221,2023-04-12,Organic Search,South,34.45,0.0,5.3,39.75,39.75,Completed
3765,1221,2023-04-21,Email,South,78.99,7.9,0.0,71.09,71.09,Completed
3766,1221,2023-07-14,Direct,South,186.79,0.0,0.0,186.79,186.79,Completed
3767,1221,2023-08-24,Organic Search,South,155.73,15.57,0.0,140.16,140.16,Completed
3768,1221,2023-10-17,Email,South,223.6,11.18,0.0,212.42,212.42,Completed
3769,1221,2023-10-21,Email,South,1360.94,0.0,0.0,1360.94,1360.94,Completed
3770,1221,2024-01-24,Social Media,South,26.47,0.0,4.66,31.13,31.13,Completed
3771,1221,2024-02-11,Social Media,South,129.27,6.46,0.0,122.81,122.81,Completed
3772,1221,2024-12-03,Social Media,South,502.79,0.0,0.0,502.79,502.79,Completed
