customer_id,last_order,frequency,monetary,recency,R,F,M,rfm_score,segment
1033,2024-10-22,1,46.8,435,1,1,1,3,Hibernating
1034,2025-04-15,3,1172.67,260,2,3,3,8,Potential Loyalists
1035,2024-12-08,1,283.6,388,2,1,2,5,Hibernating
1037,2025-09-02,4,2422.2000000000003,120,4,4,4,12,Loyal Customers
1038,2025-11-16,4,353.27,45,5,4,2,11,Loyal Customers
1039,2025-06-08,3,586.1199999999999,206,3,3,2,8,Potential Loyalists
1040,2025-07-07,7,3383.67,177,3,5,5,13,Champions
1041,2025-11-23,12,4104.2,38,5,5,5,15,Champions
1043,2024-05-22,2,558.68,588,1,2,2,5,Hibernating
1044,2023-08-02,1,1719.16,882,1,1,4,6,At Risk
1046,2024-02-16,3,3697.12,684,1,3,5,9,Potential Loyalists
1047,2025-10-11,1,37.57,81,4,1,1,6,At Risk
1048,2025-12-04,3,2148.66,27,5,3,4,12,Loyal Customers
1049,2025-12-30,7,2427.41,1,5,5,4,14,Champions
1051,2024-12-25,1,210.34,371,2,1,1,4,Hibernating
1053,2025-08-17,4,3540.31,136,4,4,5,13,Champions
1054,2025-04-20,7,2246.89,255,3,5,4,12,Loyal Customers
1055,2025-12-11,11,10228.41,20,5,5,5,15,Champions
1056,2025-09-05,2,460.08,117,4,2,2,8,Potential Loyalists
1057,2025-07-24,2,240.88,160,3,2,1,6,At Risk
1058,2025-08-04,1,157.14,149,3,1,1,5,Hibernating
1059,2025-09-04,5,1005.6299999999999,118,4,4,3,11,Loyal Customers
1060,2024-12-09,5,1731.2,387,2,4,4,10,Loyal Customers
1062,2024-12-02,7,3127.97,394,2,5,5,12,Loyal Customers
1063,2024-01-16,3,444.79,715,1,3,2,6,At Risk
1065,2025-03-19,5,2856.6600000000003,287,2,4,5,11,Loyal Customers
1066,2025-01-11,9,3009.12,354,2,5,5,12,Loyal Customers
1067,2025-09-15,2,791.0200000000001,107,4,2,3,9,Potential Loyalists
1068,2025-03-23,1,291.18,283,2,1,2,5,Hibernating
1069,2024-01-29,1,349.55,702,1,1,2,4,Hibernating
1070,2025-04-04,1,27.46,271,2,1,1,4,Hibernating
1071,2025-10-16,6,1746.1499999999999,76,4,5,4,13,Champions
1072,2025-12-10,1,30.78,21,5,1,1,7,At Risk
1073,2025-06-16,5,3793.97,198,3,4,5,12,Loyal Customers
1076,2025-11-29,8,1765.02,32,5,5,4,14,Champions
1077,2025-05-17,2,160.75,228,3,2,1,6,At Risk
1078,2025-09-07,9,4610.51,115,4,5,5,14,Champions
1079,2025-09-17,6,3168.36,105,4,5,5,14,Champions
1080,2025-10-20,2,718.9100000000001,72,4,2,2,8,Potential Loyalists
1083,2025-03-04,5,2334.16,302,2,4,4,10,Loyal Customers
1084,2024-08-06,5,1110.1,512,1,4,3,8,Potential Loyalists
1085,2025-12-15,9,2722.16,16,5,5,5,15,Champions
1086,2024-12-27,1,22.49,369,2,1,1,4,Hibernating
1087,2025-07-09,8,3829.98,175,3,5,5,13,Champions
1088,2025-10-27,3,397.2,65,4,3,2,9,Potential Loyalists
1090,2024-05-21,1,36.97,589,1,1,1,3,Hibernating
1091,2025-09-16,1,306.12,106,4,1,2,7,At Risk
1092,2025-12-23,5,470.17,8,5,4,2,11,Loyal Customers
1093,2025-11-08,6,1196.43,53,5,5,3,13,Champions
1094,2025-10-04,1,2221.65,88,4,1,4,9,Potential Loyalists
1095,2025-09-26,8,3287.5400000000004,96,4,5,5,14,Champions
1096,2025-04-28,1,230.41,247,3,1,1,5,Hibernating
1097,2024-10-05,2,493.09000000000003,452,1,2,2,5,Hibernating
1098,2025-12-12,1,835.37,19,5,1,3,9,Potential Loyalists
1100,2025-08-18,5,3814.1400000000003,135,4,4,5,13,Champions
1102,2024-09-02,1,92.46,485,1,1,1,3,Hibernating
1103,2025-10-07,1,352.4,85,4,1,2,7,At Risk
1104,2024-10-26,1,973.57,431,1,1,3,5,Hibernating
1105,2024-11-16,1,59.22,410,2,1,1,4,Hibernating
1106,2025-08-10,2,2529.09,143,3,2,4,9,Potential Loyalists
1107,2025-11-25,15,5361.03,36,5,5,5,15,Champions
1108,2024-01-07,4,2260.74,724,1,4,4,9,Potential Loyalists
1109,2025-09-30,2,556.56,92,4,2,2,8,Potential Loyalists
1110,2024-07-11,3,3095.42,538,1,3,5,9,Potential Loyalists
1111,2025-08-29,1,44.64,124,4,1,1,6,At Risk
1112,2025-07-03,1,626.16,181,3,1,2,6,At Risk
1113,2025-01-31,1,1124.32,334,2,1,3,6,At Risk
1114,2025-10-13,2,222.99,79,4,2,1,7,At Risk
1115,2025-02-12,2,188.45,322,2,2,1,5,Hibernating
1116,2023-08-28,1,555.46,856,1,1,2,4,Hibernating
1117,2025-08-23,6,2390.5,130,4,5,4,13,Champions
1119,2025-10-10,7,3421.4799999999996,82,4,5,5,14,Champions
1120,2024-04-24,1,79.46,616,1,1,1,3,Hibernating
1121,2025-10-20,1,332.05,72,4,1,2,7,At Risk
1122,2024-11-14,1,359.55,412,2,1,2,5,Hibernating
1123,2025-11-11,1,74.39,50,5,1,1,7,At Risk
1124,2025-06-02,5,1710.5499999999997,212,3,4,4,11,Loyal Customers
1125,2025-09-23,6,1574.5,99,4,5,4,13,Champions
1126,2025-06-24,4,1827.8400000000001,190,3,4,4,11,Loyal Customers
1127,2025-10-27,6,2550.74,65,4,5,4,13,Champions
1128,2025-03-11,1,161.66,295,2,1,1,4,Hibernating
1129,2025-07-24,2,111.29,160,3,2,1,6,At Risk
1130,2025-09-07,2,310.31,115,4,2,2,8,Potential Loyalists
1131,2025-10-15,8,5688.03,77,4,5,5,14,Champions
1132,2025-06-30,1,39.8,184,3,1,1,5,Hibernating
1133,2025-03-09,3,2623.41,297,2,3,4,9,Potential Loyalists
1134,2024-03-30,1,361.79,641,1,1,2,4,Hibernating
1135,2024-09-25,1,295.38,462,1,1,2,4,Hibernating
1136,2025-06-24,1,266.68,190,3,1,1,5,Hibernating
1137,2025-08-31,2,189.46,122,4,2,1,7,At Risk
1138,2024-02-17,5,4123.26,683,1,4,5,10,Loyal Customers
1139,2025-10-01,4,506.31,91,4,4,2,10,Loyal Customers
1140,2025-11-19,1,262.89,42,5,1,1,7,At Risk
1142,2024-04-06,6,1756.53,634,1,5,4,10,Loyal Customers
1143,2025-10-12,5,1338.6399999999999,80,4,4,3,11,Loyal Customers
1144,2024-04-11,1,97.59,629,1,1,1,3,Hibernating
1145,2025-11-12,11,4545.17,49,5,5,5,15,Champions
1147,2025-09-09,2,155.26999999999998,113,4,2,1,7,At Risk
1148,2025-09-16,9,1837.83,106,4,5,4,13,Champions
1149,2025-10-16,3,2176.4,76,4,3,4,11,Loyal Customers
1150,2024-03-02,1,959.61,669,1,1,3,5,Hibernating
1152,2025-08-22,4,1025.16,131,4,4,3,11,Loyal Customers
1155,2025-12-08,5,3349.81,23,5,4,5,14,Champions
1157,2025-11-04,1,77.98,57,4,1,1,6,At Risk
1158,2025-12-16,21,11920.97,15,5,5,5,15,Champions
1159,2024-01-02,1,319.42,729,1,1,2,4,Hibernating
1160,2025-04-14,2,1202.26,261,2,2,3,7,At Risk
1161,2025-09-30,3,1415.7499999999998,92,4,3,4,11,Loyal Customers
1162,2025-10-19,3,1400.9,73,4,3,4,11,Loyal Customers
1163,2025-12-21,3,2829.0,10,5,3,5,13,Champions
1164,2025-03-30,3,1136.1299999999999,276,2,3,3,8,Potential Loyalists
1165,2025-11-25,18,8157.09,36,5,5,5,15,Champions
1167,2025-01-07,6,2141.91,358,2,5,4,11,Loyal Customers
1168,2025-07-02,1,676.8,182,3,1,2,6,At Risk
1169,2025-08-29,1,629.61,124,4,1,2,7,At Risk
1170,2025-09-09,7,2768.29,113,4,5,5,14,Champions
1171,2025-10-05,5,1620.43,87,4,4,4,12,Loyal Customers
1172,2025-08-03,7,3371.6699999999996,150,3,5,5,13,Champions
1173,2024-11-02,3,228.28,424,1,3,1,5,Hibernating
1174,2024-10-13,2,345.97,444,1,2,2,5,Hibernating
1175,2025-08-01,1,48.67,152,3,1,1,5,Hibernating
1176,2025-03-17,3,1295.44,289,2,3,3,8,Potential Loyalists
1177,2025-12-15,4,1089.33,16,5,4,3,12,Loyal Customers
1179,2025-09-13,1,74.82,109,4,1,1,6,At Risk
1180,2025-01-31,4,2487.99,334,2,4,4,10,Loyal Customers
1181,2025-01-14,2,878.55,351,2,2,3,7,At Risk
1182,2025-07-19,1,1243.71,165,3,1,3,7,At Risk
1183,2025-09-08,3,519.19,114,4,3,2,9,Potential Loyalists
1184,2023-06-06,1,356.12,939,1,1,2,4,Hibernating
1186,2025-12-20,7,3024.2,11,5,5,5,15,Champions
1187,2025-11-09,2,398.11,52,5,2,2,9,Potential Loyalists
1188,2025-08-28,2,811.71,125,4,2,3,9,Potential Loyalists
1189,2025-12-14,1,151.82,17,5,1,1,7,At Risk
1190,2025-04-28,2,1178.83,247,3,2,3,8,Potential Loyalists
1192,2025-01-27,3,418.51,338,2,3,2,7,At Risk
1193,2024-10-05,1,78.68,452,1,1,1,3,Hibernating
1194,2025-04-03,10,2929.03,272,2,5,5,12,Loyal Customers
1195,2024-01-25,2,611.19,706,1,2,2,5,Hibernating
1196,2025-04-15,1,1488.3,260,2,1,4,7,At Risk
1197,2025-11-02,9,4065.33,59,4,5,5,14,Champions
1198,2024-11-06,2,925.59,420,1,2,3,6,At Risk
1199,2025-10-08,4,3566.36,84,4,4,5,13,Champions
1200,2025-08-07,2,201.65,146,3,2,1,6,At Risk
1201,2025-12-23,7,1669.8899999999999,8,5,5,4,14,Champions
1202,2025-02-23,4,2019.15,311,2,4,4,10,Loyal Customers
1203,2025-09-02,1,880.82,120,4,1,3,8,Potential Loyalists
1204,2024-12-14,4,1896.4099999999999,382,2,4,4,10,Loyal Customers
1205,2025-06-06,2,1064.3799999999999,208,3,2,3,8,Potential Loyalists
1206,2025-12-16,1,145.77,15,5,1,1,7,At Risk
1207,2025-09-28,6,826.22,94,4,5,3,12,Loyal Customers
1208,2025-05-22,1,235.72,223,3,1,1,5,Hibernating
1209,2025-10-25,12,3072.11,67,4,5,5,14,Champions
1210,2025-08-15,1,701.31,138,4,1,2,7,At Risk
1211,2024-04-27,1,107.96,613,1,1,1,3,Hibernating
1213,2025-07-08,1,842.97,176,3,1,3,7,At Risk
1215,2025-05-29,8,2255.05,216,3,5,4,12,Loyal Customers
1216,2025-05-07,2,1847.8799999999999,238,3,2,4,9,Potential Loyalists
1217,2025-08-28,3,792.84,125,4,3,3,10,Loyal Customers
1218,2025-11-27,8,3592.95,34,5,5,5,15,Champions
1220,2025-01-16,6,4465.4800000000005,349,2,5,5,12,Loyal Customers
1221,2025-10-02,19,7466.81,90,4,5,5,14,Champions
1222,2025-04-18,4,971.97,257,2,4,3,9,Potential Loyalists
1223,2025-08-19,2,313.92,134,4,2,2,8,Potential Loyalists
1224,2025-02-10,3,704.13,324,2,3,2,7,At Risk
1225,2025-03-12,3,1121.3400000000001,294,2,3,3,8,Potential Loyalists
1226,2024-11-20,1,122.07,406,2,1,1,4,Hibernating
1227,2025-02-21,1,197.96,313,2,1,1,4,Hibernating
1229,2025-05-03,2,354.91999999999996,242,3,2,2,7,At Risk
1230,2025-08-03,1,578.54,150,3,1,2,6,At Risk
1231,2025-12-01,4,1078.35,30,5,4,3,12,Loyal Customers
1232,2025-08-24,4,1462.72,129,4,4,4,12,Loyal Customers
1233,2024-05-06,6,4418.56,604,1,5,5,11,Loyal Customers
1234,2025-09-19,2,821.74,103,4,3,3,10,Loyal Customers
1235,2025-06-06,1,18.25,208,3,1,1,5,Hibernating
1236,2025-10-08,1,1252.92,84,4,1,3,8,Potential Loyalists
1237,2025-03-27,2,669.88,279,2,3,2,7,At Risk
1238,2025-06-08,5,3635.75,206,3,4,5,12,Loyal Customers
1239,2025-02-12,2,1007.52,322,2,3,3,8,Potential Loyalists
1240,2025-10-09,13,9180.19,83,4,5,5,14,Champions
1241,2025-11-20,2,3090.7200000000003,41,5,3,5,13,Champions
1242,2025-12-01,4,5500.21,30,5,4,5,14,Champions
1243,2025-12-09,13,8430.61,22,5,5,5,15,Champions
1245,2024-01-08,1,41.35,723,1,1,1,3,Hibernating
1246,2025-11-26,3,3481.75,35,5,3,5,13,Champions
1247,2025-10-27,5,1976.71,65,4,4,4,12,Loyal Customers
1248,2025-11-29,6,1384.29,32,5,5,4,14,Champions
1250,2025-11-27,6,3982.58,34,5,5,5,15,Champions
1252,2025-09-07,4,1057.92,115,4,4,3,11,Loyal Customers
1253,2025-08-24,3,1036.02,129,4,3,3,10,Loyal Customers
1254,2025-09-20,2,87.83,102,4,3,1,8,Potential Loyalists
1255,2025-10-15,9,4023.9300000000003,77,4,5,5,14,Champions
1256,2024-12-10,3,1025.52,386,2,3,3,8,Potential Loyalists
1257,2024-10-24,5,1101.44,433,1,4,3,8,Potential Loyalists
1258,2025-12-24,7,4417.9,7,5,5,5,15,Champions
1259,2025-12-17,7,6582.74,14,5,5,5,15,Champions
1260,2023-12-13,1,1235.9,749,1,1,3,5,Hibernating
1261,2024-08-22,2,196.54000000000002,496,1,3,1,5,Hibernating
1262,2025-03-18,2,605.2800000000001,288,2,3,2,7,At Risk
1263,2025-10-21,16,5964.42,71,4,5,5,14,Champions
1264,2025-11-14,5,2128.9,47,5,4,4,13,Champions
1265,2024-05-06,3,1432.4099999999999,604,1,3,4,8,Potential Loyalists
1267,2025-12-05,3,343.11,26,5,3,2,10,Loyal Customers
1268,2025-04-05,7,3283.71,270,2,5,5,12,Loyal Customers
1269,2025-09-10,3,1200.97,112,4,3,3,10,Loyal Customers
1270,2025-10-13,1,194.81,79,4,1,1,6,At Risk
1271,2025-12-12,5,2747.41,19,5,4,5,14,Champions
1272,2025-03-23,1,232.9,283,2,1,1,4,Hibernating
1273,2025-08-05,9,5641.68,148,3,5,5,13,Champions
1276,2025-10-27,11,3676.04,65,4,5,5,14,Champions
1277,2025-10-27,3,4585.25,65,4,3,5,12,Loyal Customers
1278,2025-11-23,4,997.4399999999999,38,5,4,3,12,Loyal Customers
1279,2025-06-01,2,286.82000000000005,213,3,3,2,8,Potential Loyalists
1280,2025-12-08,6,5444.610000000001,23,5,5,5,15,Champions
1281,2025-02-10,4,2909.65,324,2,4,5,11,Loyal Customers
1282,2024-02-04,1,122.03,696,1,1,1,3,Hibernating
1283,2025-12-16,6,1186.29,15,5,5,3,13,Champions
1285,2025-12-24,3,1429.67,7,5,3,4,12,Loyal Customers
1286,2024-12-13,2,1395.4099999999999,383,2,3,4,9,Potential Loyalists
1287,2025-07-05,7,1483.74,179,3,5,4,12,Loyal Customers
1288,2025-05-13,1,92.84,232,3,1,1,5,Hibernating
1291,2024-09-02,5,1685.02,485,1,4,4,9,Potential Loyalists
1293,2025-04-27,5,1230.57,248,3,4,3,10,Loyal Customers
1294,2025-10-19,7,3421.51,73,4,5,5,14,Champions
1296,2025-12-28,1,336.32,3,5,1,2,8,Potential Loyalists
1297,2025-12-18,4,2208.3,13,5,4,4,13,Champions
1298,2025-02-08,1,1949.35,326,2,1,4,7,At Risk
1299,2025-07-19,1,174.64,165,3,1,1,5,Hibernating
1300,2025-12-06,6,1123.5,25,5,5,3,13,Champions
1302,2025-07-29,10,3333.95,155,3,5,5,13,Champions
1303,2025-10-22,12,4081.9000000000005,70,4,5,5,14,Champions
1304,2025-11-14,3,2516.37,47,5,3,4,12,Loyal Customers
1305,2025-08-09,3,260.13,144,3,3,1,7,At Risk
1306,2025-10-06,1,245.17,86,4,1,1,6,At Risk
1307,2025-03-26,2,269.13,280,2,3,1,6,At Risk
1308,2025-12-23,5,603.08,8,5,4,2,11,Loyal Customers
1309,2025-09-27,6,4654.63,95,4,5,5,14,Champions
1311,2025-10-05,3,1130.42,87,4,3,3,10,Loyal Customers
1312,2025-08-18,7,3609.03,135,4,5,5,14,Champions
1314,2025-10-07,3,853.9499999999999,85,4,3,3,10,Loyal Customers
1315,2025-09-20,4,3058.59,102,4,4,5,13,Champions
1316,2025-08-23,5,973.63,130,4,4,3,11,Loyal Customers
1317,2024-09-30,1,863.52,457,1,1,3,5,Hibernating
1318,2025-02-15,2,634.13,319,2,3,2,7,At Risk
1319,2025-01-07,4,1783.25,358,2,4,4,10,Loyal Customers
1320,2025-12-22,3,383.36,9,5,3,2,10,Loyal Customers
1321,2025-09-15,1,132.05,107,4,1,1,6,At Risk
1323,2025-03-18,2,476.27,288,2,3,2,7,At Risk
1324,2025-09-25,3,1067.53,97,4,3,3,10,Loyal Customers
1325,2024-10-10,9,2809.54,447,1,5,5,11,Loyal Customers
1326,2025-04-28,4,2704.1099999999997,247,3,4,5,12,Loyal Customers
1328,2025-08-08,2,1042.01,145,3,3,3,9,Potential Loyalists
1329,2025-03-14,6,2433.81,292,2,5,4,11,Loyal Customers
1331,2025-11-10,1,60.95,51,5,1,1,7,At Risk
1332,2025-07-19,1,98.35,165,3,1,1,5,Hibernating
1336,2024-01-14,2,566.49,717,1,3,2,6,At Risk
1337,2025-01-11,1,76.95,354,2,1,1,4,Hibernating
1338,2025-10-14,3,648.84,78,4,3,2,9,Potential Loyalists
1339,2024-09-03,2,387.78,484,1,3,2,6,At Risk
1341,2025-07-30,1,913.01,154,3,1,3,7,At Risk
1342,2024-11-24,3,656.9300000000001,402,2,3,2,7,At Risk
1343,2025-02-09,2,764.2800000000001,325,2,3,3,8,Potential Loyalists
1344,2025-06-22,1,116.19,192,3,1,1,5,Hibernating
1345,2025-09-06,4,1187.0500000000002,116,4,4,3,11,Loyal Customers
1346,2025-11-25,4,1327.42,36,5,4,3,12,Loyal Customers
1347,2025-10-01,2,494.3,91,4,3,2,9,Potential Loyalists
1348,2025-11-14,2,1205.9,47,5,3,3,11,Loyal Customers
1349,2025-05-10,3,2504.6,235,3,3,4,10,Loyal Customers
1350,2025-10-23,9,1927.84,69,4,5,4,13,Champions
1351,2025-04-10,2,332.56,265,2,3,2,7,At Risk
1352,2025-03-04,1,173.35,302,2,1,1,4,Hibernating
1353,2024-12-25,7,1683.56,371,2,5,4,11,Loyal Customers
1355,2024-12-15,1,76.25,381,2,1,1,4,Hibernating
1356,2025-09-07,5,843.2,115,4,4,3,11,Loyal Customers
1357,2025-06-13,1,76.43,201,3,1,1,5,Hibernating
1359,2025-06-15,7,4965.71,199,3,5,5,13,Champions
1360,2024-04-15,2,1774.5900000000001,625,1,3,4,8,Potential Loyalists
1361,2025-01-06,1,833.66,359,2,1,3,6,At Risk
1362,2025-05-06,5,2728.66,239,3,4,5,12,Loyal Customers
1363,2025-11-07,12,3757.84,54,5,5,5,15,Champions
1364,2025-12-22,11,4501.53,9,5,5,5,15,Champions
1365,2024-09-28,1,465.35,459,1,1,2,4,Hibernating
1366,2025-05-06,1,41.44,239,3,1,1,5,Hibernating
1367,2025-04-29,1,123.69,246,3,1,1,5,Hibernating
1368,2024-10-16,1,59.97,441,1,1,1,3,Hibernating
1370,2025-12-02,2,814.1199999999999,29,5,3,3,11,Loyal Customers
1371,2025-06-17,7,2691.65,197,3,5,5,13,Champions
1374,2025-08-03,3,5288.280000000001,150,3,3,5,11,Loyal Customers
1375,2025-12-28,11,4240.2,3,5,5,5,15,Champions
1376,2025-03-08,5,2386.24,298,2,4,4,10,Loyal Customers
1377,2024-12-24,1,76.61,372,2,1,1,4,Hibernating
1378,2025-10-11,2,341.68,81,4,3,2,9,Potential Loyalists
1379,2024-10-20,2,422.75,437,1,3,2,6,At Risk
1380,2024-03-05,1,43.18,666,1,1,1,3,Hibernating
1381,2025-10-31,1,44.71,61,4,1,1,6,At Risk
1382,2024-12-31,1,151.86,365,2,1,1,4,Hibernating
1383,2025-09-25,2,617.47,97,4,3,2,9,Potential Loyalists
1384,2025-11-07,10,4060.7599999999998,54,5,5,5,15,Champions
1385,2025-01-17,2,205.83,348,2,3,1,6,At Risk
1386,2025-11-28,14,6051.57,33,5,5,5,15,Champions
1387,2025-09-05,3,428.45,117,4,3,2,9,Potential Loyalists
1388,2025-07-11,3,873.4300000000001,173,3,3,3,9,Potential Loyalists
1389,2025-02-09,1,2500.74,325,2,1,4,7,At Risk
1390,2025-09-12,1,1022.01,110,4,1,3,8,Potential Loyalists
1391,2024-11-03,1,157.36,423,1,1,1,3,Hibernating
1394,2025-01-30,4,2955.1800000000003,335,2,4,5,11,Loyal Customers
1395,2025-09-13,6,3113.56,109,4,5,5,14,Champions
1396,2025-11-23,5,2473.79,38,5,4,4,13,Champions
1398,2023-11-07,1,28.62,785,1,1,1,3,Hibernating
1401,2025-12-29,4,868.47,2,5,4,3,12,Loyal Customers
1402,2025-08-28,3,1576.52,125,4,3,4,11,Loyal Customers
1403,2024-06-24,4,2089.95,555,1,4,4,9,Potential Loyalists
1404,2024-10-04,3,3659.11,453,1,3,5,9,Potential Loyalists
1405,2025-08-16,9,3820.36,137,4,5,5,14,Champions
1406,2025-04-14,1,1329.2,261,2,1,3,6,At Risk
1408,2025-08-20,2,499.88,133,4,3,2,9,Potential Loyalists
1409,2025-02-07,3,829.3399999999999,327,2,3,3,8,Potential Loyalists
1410,2024-10-04,1,420.34,453,1,1,2,4,Hibernating
1411,2025-04-21,2,531.17,254,3,3,2,8,Potential Loyalists
1412,2025-10-24,10,4363.25,68,4,5,5,14,Champions
1413,2025-11-17,7,5057.08,44,5,5,5,15,Champions
1414,2025-10-27,1,1185.94,65,4,1,3,8,Potential Loyalists
1415,2025-12-20,9,4395.5199999999995,11,5,5,5,15,Champions
1416,2025-12-25,2,1898.38,6,5,3,4,12,Loyal Customers
1418,2025-11-21,4,1932.31,40,5,4,4,13,Champions
1419,2025-12-27,5,1392.85,4,5,4,4,13,Champions
1420,2025-09-16,7,3596.58,106,4,5,5,14,Champions
1423,2025-11-11,4,2436.42,50,5,4,4,13,Champions
1425,2025-01-06,2,907.15,359,2,3,3,8,Potential Loyalists
1426,2025-09-27,4,1034.44,95,4,4,3,11,Loyal Customers
1428,2025-11-23,11,5017.48,38,5,5,5,15,Champions
1429,2024-08-08,6,2895.31,510,1,5,5,11,Loyal Customers
1430,2025-04-20,7,1616.03,255,3,5,4,12,Loyal Customers
1431,2025-12-03,3,550.62,28,5,3,2,10,Loyal Customers
1432,2024-11-27,2,2684.04,399,2,3,5,10,Loyal Customers
1433,2024-06-04,1,733.72,575,1,1,3,5,Hibernating
1434,2025-11-26,8,2701.14,35,5,5,5,15,Champions
1435,2025-12-12,2,561.7,19,5,3,2,10,Loyal Customers
1436,2025-02-07,1,571.11,327,2,1,2,5,Hibernating
1437,2025-12-16,6,3405.64,15,5,5,5,15,Champions
1438,2023-10-21,1,490.35,802,1,1,2,4,Hibernating
1439,2025-11-16,1,114.4,45,5,1,1,7,At Risk
1440,2024-07-19,1,780.19,530,1,1,3,5,Hibernating
1441,2024-10-28,2,222.76,429,1,3,1,5,Hibernating
1442,2025-12-17,8,2591.9700000000003,14,5,5,4,14,Champions
1444,2025-01-25,1,267.63,340,2,1,1,4,Hibernating
1445,2025-12-24,3,2238.13,7,5,3,4,12,Loyal Customers
1446,2024-12-25,1,904.57,371,2,1,3,6,At Risk
1447,2025-07-23,2,991.52,161,3,3,3,9,Potential Loyalists
1450,2025-01-12,3,791.0400000000001,353,2,3,3,8,Potential Loyalists
1452,2025-04-20,2,851.7199999999999,255,3,3,3,9,Potential Loyalists
1453,2025-06-11,8,6808.719999999999,203,3,5,5,13,Champions
1454,2025-05-15,1,219.08,230,3,1,1,5,Hibernating
1455,2025-12-26,1,25.58,5,5,1,1,7,At Risk
1456,2024-11-13,2,120.2,413,2,3,1,6,At Risk
1457,2025-12-11,4,919.08,20,5,4,3,12,Loyal Customers
1458,2024-10-17,1,35.27,440,1,1,1,3,Hibernating
1459,2025-08-29,1,94.9,124,4,1,1,6,At Risk
1460,2025-11-11,6,1731.27,50,5,5,4,14,Champions
1461,2025-11-27,4,3060.7000000000003,34,5,4,5,14,Champions
1462,2025-11-12,5,1251.14,49,5,4,3,12,Loyal Customers
1463,2025-07-21,6,980.83,163,3,5,3,11,Loyal Customers
1464,2025-12-09,4,1131.3,22,5,4,3,12,Loyal Customers
1465,2024-03-12,1,43.79,659,1,1,1,3,Hibernating
1466,2025-04-17,1,121.09,258,2,1,1,4,Hibernating
1467,2025-08-09,9,1609.25,144,3,5,4,12,Loyal Customers
1468,2025-12-21,6,1843.3600000000001,10,5,5,4,14,Champions
1470,2025-09-12,4,2723.74,110,4,4,5,13,Champions
1471,2025-12-19,6,2085.58,12,5,5,4,14,Champions
1472,2024-09-14,6,2983.53,473,1,5,5,11,Loyal Customers
1473,2024-12-06,4,1367.25,390,2,4,4,10,Loyal Customers
1475,2025-08-12,2,734.0400000000001,141,3,3,3,9,Potential Loyalists
1476,2025-12-15,2,565.43,16,5,3,2,10,Loyal Customers
1477,2025-01-09,2,1347.73,356,2,3,3,8,Potential Loyalists
1478,2025-04-05,7,3757.4300000000003,270,2,5,5,12,Loyal Customers
1479,2025-10-27,1,242.48,65,4,1,1,6,At Risk
1480,2024-06-15,2,1546.05,564,1,3,4,8,Potential Loyalists
1481,2024-12-18,2,1582.08,378,2,3,4,9,Potential Loyalists
1482,2025-07-28,1,266.69,156,3,1,1,5,Hibernating
1483,2025-05-08,4,1927.3600000000001,237,3,4,4,11,Loyal Customers
1484,2025-07-22,5,1466.6399999999999,162,3,4,4,11,Loyal Customers
1485,2024-09-15,3,2838.1099999999997,472,1,3,5,9,Potential Loyalists
1488,2025-04-07,1,145.22,268,2,1,1,4,Hibernating
1489,2024-02-08,1,320.07,692,1,1,2,4,Hibernating
1490,2024-12-09,2,880.16,387,2,3,3,8,Potential Loyalists
1493,2025-07-12,1,2121.57,172,3,1,4,8,Potential Loyalists
1495,2025-08-13,1,32.43,140,3,1,1,5,Hibernating
1496,2025-07-07,6,3732.56,177,3,5,5,13,Champions
1497,2025-03-08,1,56.43,298,2,1,1,4,Hibernating
1498,2025-10-22,2,867.2,70,4,3,3,10,Loyal Customers
1499,2025-10-24,7,5254.66,68,4,5,5,14,Champions
1500,2025-08-28,4,3885.5,125,4,4,5,13,Champions
1501,2025-02-21,3,982.5099999999999,313,2,3,3,8,Potential Loyalists
1503,2025-09-15,1,529.54,107,4,1,2,7,At Risk
1505,2025-12-03,11,3647.51,28,5,5,5,15,Champions
1506,2024-10-04,1,207.17,453,1,1,1,3,Hibernating
1507,2025-12-12,2,491.34999999999997,19,5,3,2,10,Loyal Customers
1508,2025-10-11,2,654.6999999999999,81,4,3,2,9,Potential Loyalists
1509,2025-05-24,6,1563.2,221,3,5,4,12,Loyal Customers
1510,2025-07-30,6,2683.14,154,3,5,5,13,Champions
1511,2024-02-10,1,388.28,690,1,1,2,4,Hibernating
1512,2024-12-20,5,3804.1800000000003,376,2,4,5,11,Loyal Customers
1513,2025-12-14,13,6138.78,17,5,5,5,15,Champions
1514,2024-08-20,1,188.19,498,1,1,1,3,Hibernating
1515,2024-04-20,3,889.7,620,1,3,3,7,At Risk
1516,2025-06-01,5,2133.41,213,3,4,4,11,Loyal Customers
1517,2025-11-29,14,7452.43,32,5,5,5,15,Champions
1518,2025-09-16,3,1311.46,106,4,3,3,10,Loyal Customers
1519,2025-05-30,8,6525.0,215,3,5,5,13,Champions
1521,2023-12-17,2,1197.83,745,1,3,3,7,At Risk
1522,2025-12-28,2,746.1600000000001,3,5,3,3,11,Loyal Customers
1523,2025-07-12,2,1000.28,172,3,3,3,9,Potential Loyalists
1524,2025-12-19,9,4027.99,12,5,5,5,15,Champions
1525,2025-03-28,6,1634.6,278,2,5,4,11,Loyal Customers
1526,2025-03-17,1,30.73,289,2,1,1,4,Hibernating
1528,2025-07-14,1,690.63,170,3,1,2,6,At Risk
1529,2025-04-11,1,122.75,264,2,1,1,4,Hibernating
1530,2024-08-21,2,2772.31,497,1,3,5,9,Potential Loyalists
